,lat,lng,counts
815,56.8777,14.8091,4
816,31.0364,31.3807,4
817,57.6531,14.6968,4
818,51.3833,0.0,4
819,30.1524,118.5191,4
820,35.6959,139.7036,4
821,50.1006,8.7665,4
822,40.4987,47.4925,4
823,34.3665,-89.0,4
824,34.3482,62.1997,4
825,34.2619,-118.0,4
826,39.084,-76.0,4
827,34.1993,-118.0,4
828,40.0951,-75.0,4
829,34.1121,-118.0,4
830,40.5187,-74.0,4
831,38.0414,114.4786,4
832,40.5891,-75.0,4
833,40.9246,-8.0,4
834,41.0153,28.9827,4
835,41.0177,28.9744,4
836,34.0132,-6.0,4
837,41.1437,-104.0,4
838,33.9993,105.1999,4
839,38.4016,-122.0,4
840,37.8227,-121.0,4
841,41.2239,1.7251,4
842,36.7477,-119.0,4
843,36.1833,44.0119,4
844,36.3451,127.3678,4
845,36.3462,127.3721,4
846,36.3549,-79.0,4
847,36.3569,127.3601,4
848,36.5588,128.1774,4
849,35.2271,-80.0,4
850,37.0058,-121.0,4
851,34.6913,135.183,4
852,35.0292,126.7175,4
853,34.9618,-89.0,4
854,37.4056,-122.0,4
855,37.5303,127.1246,4
856,37.5662,126.9777,4
857,37.5992,-1.0,4
858,37.6688,-122.0,4
859,41.2191,-104.0,4
860,41.35,2.0833,4
861,49.8347,18.282,4
862,48.702,2.5466,4
863,47.3948,0.704,4
864,47.7333,20.2667,4
865,47.9658,126.0196,4
866,48.1958,-114.0,4
867,32.9682,-96.0,4
868,48.5172,34.6062,4
869,48.5665,13.4312,4
870,32.9245,-96.0,4
871,46.434,19.4848,4
872,48.7178,2.4934,4
873,48.8763,2.3183,4
874,48.8833,8.3333,4
875,48.9496,2.5684,4
876,49.1191,6.1727,4
877,49.2322,28.4687,4
878,49.7472,3.073,4
879,46.5833,125.0,4
880,33.471,-81.0,4
881,42.0411,-87.0,4
882,43.8664,10.3446,4
883,33.9533,-117.0,4
884,27.2939,-80.0,4
885,42.4584,14.2028,4
886,43.0367,44.6678,4
887,43.7542,11.1879,4
888,43.8487,25.9534,4
889,33.7283,-117.0,4
890,44.0486,43.0594,4
891,46.2022,6.1457,4
892,44.8404,0.0,4
893,45.008,34.0266,4
894,45.4221,9.0634,4
895,33.5856,130.4295,4
896,45.6668,-73.0,4
897,45.8082,9.0832,4
898,45.8334,-64.0,4
899,27.6768,84.4359,4
900,65.0124,25.4682,4
901,16.8248,100.2586,4
902,10.2415,106.3758,4
903,4.3831,102.4011,4
904,2.0371,45.3438,4
905,13.1119,99.9447,4
906,13.1073,-59.0,4
907,10.9621,79.3912,4
908,5.647,100.4877,4
909,25.3374,55.4121,4
910,25.3167,83.0104,4
911,21.3996,105.2222,4
912,2.9353,101.6911,4
913,16.4328,103.5066,4
914,20.6347,-103.0,4
915,26.4652,80.3498,4
916,3.0095,-76.0,4
917,16.5074,80.6466,4
918,23.5654,119.5863,4
919,10.2909,105.7563,4
920,9.1768,105.1524,4
921,13.3622,100.9835,4
922,10.9804,106.6519,4
923,19.05,72.8667,4
924,10.9184,-74.0,4
925,22.7233,75.87,4
926,4.7464,-75.0,4
927,13.7765,109.2237,4
928,4.8517,31.5825,4
929,1.5495,103.708,4
930,1.55,110.3333,4
931,11.6538,78.1554,4
932,18.5805,99.0075,4
933,25.5941,85.1356,4
934,19.4517,-70.0,4
935,22.2916,70.7932,4
936,10.346,107.0843,4
937,14.6644,121.0469,4
938,2.7297,101.9381,4
939,24.6877,46.7219,4
940,6.8045,-58.0,4
941,3.1073,101.6067,4
942,20.941,106.333,4
943,14.6037,-61.0,4
944,17.4139,78.5053,4
945,4.0847,-76.0,4
946,17.4688,106.6223,4
947,7.3915,-73.0,4
948,16.8163,107.1003,4
949,6.7497,125.3572,4
950,53.4106,-2.0,3
951,34.0806,-118.0,3
952,34.1478,-118.0,3
953,48.752,8.0052,3
954,53.3925,-2.0,3
955,39.7359,-75.0,3
956,11.535,106.8832,3
957,39.7851,-86.0,3
958,48.6328,2.4405,3
959,41.0318,28.9684,3
960,47.685,16.5905,3
961,33.4188,-86.0,3
962,53.3038,-60.0,3
963,34.0614,-118.0,3
964,47.6897,11.7706,3
965,11.9214,109.1591,3
966,34.0482,-118.0,3
967,54.6197,39.74,3
968,39.9906,116.2887,3
969,39.5539,-104.0,3
970,23.8179,90.1148,3
971,11.3428,77.7274,3
972,48.8322,2.3561,3
973,47.6333,26.25,3
974,54.9198,82.9909,3
975,34.6841,33.0379,3
976,22.7604,-102.0,3
977,34.6798,126.8992,3
978,48.9905,1.7167,3
979,48.9833,2.6167,3
980,48.9667,2.25,3
981,34.5794,-118.0,3
982,18.8842,-96.0,3
983,18.8772,-99.0,3
984,48.8925,2.3444,3
985,53.1333,23.1643,3
986,53.1585,48.4681,3
987,54.7818,32.0401,3
988,41.0685,29.0059,3
989,48.8412,2.3003,3
990,33.4923,73.048,3
991,53.2144,63.6246,3
992,40.9276,-73.0,3
993,34.0211,-118.0,3
994,18.5141,-88.0,3
995,40.0395,-84.0,3
996,40.767,-72.0,3
997,33.8933,35.5016,3
998,33.5871,-84.0,3
999,40.4554,-80.0,3
1000,33.8703,-117.0,3
1001,48.3064,14.2861,3
1002,40.7484,-73.0,3
1003,23.7591,90.4003,3
1004,23.9591,120.6852,3
1005,33.6,130.4167,3
1006,40.5187,-78.0,3
1007,40.5555,-3.0,3
1008,17.6158,121.7228,3
1009,33.769,-89.0,3
1010,40.6436,22.9309,3
1011,40.649,-8.0,3
1012,4.142,-73.0,3
1013,17.4905,101.7275,3
1014,12.6031,77.8519,3
1015,53.8201,-1.0,3
1016,40.6754,14.7933,3
1017,40.4469,-3.0,3
1018,48.4051,12.7575,3
1019,33.9099,72.4918,3
1020,40.3113,-76.0,3
1021,40.0612,-75.0,3
1022,23.8177,90.1159,3
1023,12.0042,107.6907,3
1024,17.1612,104.1472,3
1025,54.5293,36.2754,3
1026,40.2171,-74.0,3
1027,18.4512,105.7797,3
1028,12.89,80.2313,3
1029,47.908,9.8969,3
1030,53.5618,-2.0,3
1031,4.05,38.3,3
1032,33.9492,118.2958,3
1033,18.2431,109.505,3
1034,4.3008,-74.0,3
1035,47.9667,7.95,3
1036,33.9315,-117.0,3
1037,48.0,9.8167,3
1038,33.9228,-117.0,3
1039,18.0858,-15.0,3
1040,48.023,37.8022,3
1041,49.1334,-102.0,3
1042,40.0369,-75.0,3
1043,49.1859,0.0,3
1044,35.9786,126.7114,3
1045,50.8837,4.473,3
1046,35.9081,139.6566,3
1047,37.1918,126.892,3
1048,35.8972,14.4611,3
1049,9.453,77.5533,3
1050,9.5096,78.0959,3
1051,37.2329,-121.0,3
1052,37.2643,127.0486,3
1053,37.2761,49.5886,3
1054,37.2873,127.0499,3
1055,6.1759,-75.0,3
1056,37.2942,127.1129,3
1057,20.6274,-87.0,3
1058,37.296,-121.0,3
1059,51.8425,5.8528,3
1060,37.3108,126.606,3
1061,37.3214,127.11,3
1062,20.5004,-86.0,3
1063,20.45,106.34,3
1064,9.9283,-84.0,3
1065,35.8235,-78.0,3
1066,37.3828,-5.0,3
1067,37.3852,127.1327,3
1068,37.386,-122.0,3
1069,50.4167,16.1629,3
1070,50.3836,8.0503,3
1071,50.3058,18.9742,3
1072,37.1571,126.8843,3
1073,9.0579,7.4951,3
1074,10.9266,107.2478,3
1075,21.3227,105.402,3
1076,7.2694,100.1704,3
1077,6.8662,101.3689,3
1078,51.4408,5.4778,3
1079,51.4088,0.0,3
1080,36.3848,127.3767,3
1081,7.4824,4.5603,3
1082,51.3167,9.5,3
1083,21.1112,79.0224,3
1084,51.5175,0.0,3
1085,7.7669,-72.0,3
1086,7.8906,98.3981,3
1087,8.0726,98.9105,3
1088,36.6437,-93.0,3
1089,21.2684,110.4355,3
1090,51.2049,58.5669,3
1091,8.5225,76.9606,3
1092,8.567,123.3347,3
1093,8.7274,77.6838,3
1094,36.7719,126.4497,3
1095,51.1095,16.8982,3
1096,36.7836,127.0042,3
1097,21.2814,110.3427,3
1098,51.1065,13.6605,3
1099,36.1008,-115.0,3
1100,51.051,13.7783,3
1101,51.05,3.7167,3
1102,36.8468,-76.0,3
1103,37.4862,127.5849,3
1104,21.9747,96.0836,3
1105,52.0258,4.175,3
1106,50.2797,57.2072,3
1107,37.7367,29.0915,3
1108,4.8588,-74.0,3
1109,49.3931,32.0333,3
1110,37.7542,-25.0,3
1111,22.4856,103.9707,3
1112,49.3614,8.8036,3
1113,49.3164,-123.0,3
1114,49.3088,14.1475,3
1115,37.8431,-122.0,3
1116,37.8554,127.7452,3
1117,52.5213,13.4096,3
1118,4.8094,-74.0,3
1119,37.8625,127.6996,3
1120,52.5389,-1.0,3
1121,19.2712,-103.0,3
1122,49.2653,4.0285,3
1123,49.2469,7.3698,3
1124,49.2461,7.0022,3
1125,37.9577,-121.0,3
1126,37.987,-1.0,3
1127,47.5412,-122.0,3
1128,10.9068,106.7694,3
1129,38.1041,-122.0,3
1130,34.8001,127.5975,3
1131,49.2093,17.5394,3
1132,19.222,-99.0,3
1133,22.6657,106.2579,3
1134,52.3784,4.8836,3
1135,19.409,-99.0,3
1136,49.591,11.0078,3
1137,35.5013,139.7011,3
1138,35.6773,139.6859,3
1139,37.5424,126.9428,3
1140,37.5426,127.058,3
1141,35.6706,139.8886,3
1142,22.1823,111.1179,3
1143,50.1706,12.1305,3
1144,50.1453,19.186,3
1145,35.6135,139.727,3
1146,35.6009,-82.0,3
1147,52.0936,7.594,3
1148,50.1137,8.7119,3
1149,10.3294,-75.0,3
1150,37.5656,127.0269,3
1151,35.1815,136.9064,3
1152,5.365,100.5618,3
1153,52.2161,20.9637,3
1154,35.4676,-97.0,3
1155,35.4338,139.6496,3
1156,35.4229,136.7604,3
1157,10.369,77.9804,3
1158,10.3864,105.4352,3
1159,49.9714,82.6059,3
1160,10.4447,-75.0,3
1161,10.4602,105.6329,3
1162,37.6066,126.7116,3
1163,52.2891,11.4098,3
1164,52.6278,1.2983,3
1165,51.46,-2.0,3
1166,28.5383,-81.0,3
1167,41.6834,-86.0,3
1168,45.3071,-73.0,3
1169,28.6353,-106.0,3
1170,31.769,35.2163,3
1171,43.429,39.9239,3
1172,60.4,5.1833,3
1173,31.6804,6.0729,3
1174,14.722,103.6693,3
1175,42.9634,-85.0,3
1176,30.4743,74.5166,3
1177,30.4771,-84.0,3
1178,45.4112,-75.0,3
1179,13.7833,100.5167,3
1180,16.0567,103.6531,3
1181,57.1437,-2.0,3
1182,42.3647,-71.0,3
1183,13.805,100.4728,3
1184,46.7341,36.346,3
1185,31.9023,-7.0,3
1186,61.0042,69.0019,3
1187,13.8858,109.1082,3
1188,47.1667,27.6,3
1189,13.8607,100.5148,3
1190,14.4499,79.987,3
1191,43.3247,21.9033,3
1192,1.3681,103.8831,3
1193,16.4308,80.5682,3
1194,43.4167,24.6167,3
1195,43.0356,-89.0,3
1196,43.3713,-8.0,3
1197,60.7619,46.3135,3
1198,43.007,40.9893,3
1199,16.2997,80.4573,3
1200,14.4297,120.9367,3
1201,46.516,6.6328,3
1202,46.4167,20.3333,3
1203,26.3485,115.0068,3
1204,26.2684,73.0059,3
1205,43.6684,-79.0,3
1206,29.3875,76.9682,3
1207,46.2346,-63.0,3
1208,42.5904,-72.0,3
1209,42.713,-73.0,3
1210,31.1044,77.1666,3
1211,15.8885,108.2545,3
1212,29.3978,71.6752,3
1213,46.1667,24.35,3
1214,45.4825,-73.0,3
1215,29.2572,48.0572,3
1216,25.7214,-100.0,3
1217,14.3628,100.672,3
1218,59.8588,17.6389,3
1219,13.78,100.5427,3
1220,13.6882,101.0716,3
1221,26.3372,31.8929,3
1222,56.3333,36.7333,3
1223,26.13,50.555,3
1224,15.3087,101.5504,3
1225,25.7867,-80.0,3
1226,14.9315,-23.0,3
1227,1.7381,103.8999,3
1228,30.68,76.7221,3
1229,56.3581,44.0748,3
1230,43.5942,13.5034,3
1231,43.7678,-79.0,3
1232,42.4853,-83.0,3
1233,25.7505,-100.0,3
1234,13.6674,100.6421,3
1235,31.2518,74.4221,3
1236,15.8,121.0,3
1237,55.75,49.1333,3
1238,43.6329,6.9991,3
1239,47.2256,8.8223,3
1240,45.708,-71.0,3
1241,47.2833,15.9667,3
1242,63.3167,10.45,3
1243,55.4904,9.4722,3
1244,27.9994,120.6668,3
1245,29.8782,121.5494,3
1246,29.8833,-97.0,3
1247,47.3776,-122.0,3
1248,13.913,100.4988,3
1249,14.5243,121.0792,3
1250,26.9295,75.7962,3
1251,30.2019,53.18,3
1252,25.8466,114.9326,3
1253,64.1476,-21.0,3
1254,14.5903,-88.0,3
1255,32.8184,34.9885,3
1256,58.0372,14.9782,3
1257,13.9833,108.0,3
1258,0.5773,-50.0,3
1259,24.8475,-98.0,3
1260,43.2706,26.9229,3
1261,58.9387,69.1339,3
1262,13.9997,99.9898,3
1263,14.5503,121.0327,3
1264,41.2863,27.9994,3
1265,44.5384,18.6671,3
1266,43.2564,5.5644,3
1267,14.5818,121.076,3
1268,24.7961,66.9746,3
1269,44.8056,20.4242,3
1270,58.5966,49.6601,3
1271,43.3112,0.0,3
1272,41.3845,-83.0,3
1273,61.7849,34.3469,3
1274,16.5765,103.7871,3
1275,61.4991,23.7871,3
1276,41.4584,15.5519,3
1277,14.4506,120.9828,3
1278,41.5627,44.9787,3
1279,13.0484,80.2473,3
1280,45.7618,4.8369,3
1281,41.5503,-8.0,3
1282,45.1041,39.0281,3
1283,43.099,12.3674,3
1284,45.1,-87.0,3
1285,47.2667,20.5333,3
1286,24.8662,67.0413,3
1287,43.0643,12.5461,3
1288,19.4108,-99.0,2
1289,14.2278,100.5759,2
1290,19.6439,-99.0,2
1291,43.3445,5.38,2
1292,49.6556,21.1604,2
1293,43.6135,-116.0,2
1294,43.3204,6.2893,2
1295,37.5432,127.0919,2
1296,50.1842,8.5232,2
1297,19.5638,-70.0,2
1298,49.7045,9.2673,2
1299,37.6481,127.0288,2
1300,50.2014,14.8328,2
1301,37.6499,127.1934,2
1302,19.6292,-99.0,2
1303,37.5398,126.9418,2
1304,49.6218,20.6971,2
1305,37.5395,127.0686,2
1306,37.5471,127.0941,2
1307,10.6492,-61.0,2
1308,37.5367,127.0913,2
1309,43.2662,-1.0,2
1310,50.0483,8.6941,2
1311,49.5955,17.2518,2
1312,45.6128,5.1506,2
1313,37.5315,127.1252,2
1314,10.6599,107.7721,2
1315,14.1212,101.0036,2
1316,43.4926,-70.0,2
1317,37.6229,126.8178,2
1318,37.499,126.75,2
1319,37.5655,126.9211,2
1320,37.5919,127.1025,2
1321,14.0818,-87.0,2
1322,19.4756,-99.0,2
1323,37.5621,126.9943,2
1324,49.9921,14.2062,2
1325,37.5958,-122.0,2
1326,43.4415,-5.0,2
1327,37.5596,126.9653,2
1328,45.5475,11.2828,2
1329,37.558,126.9444,2
1330,19.422,-99.0,2
1331,43.312,45.6889,2
1332,43.2984,-1.0,2
1333,43.3569,-3.0,2
1334,50.0281,15.1998,2
1335,37.554,126.9819,2
1336,10.1869,-74.0,2
1337,43.3601,-80.0,2
1338,14.2157,120.9714,2
1339,50.0393,-110.0,2
1340,50.0772,14.4342,2
1341,37.6062,126.9211,2
1342,37.5691,127.0716,2
1343,43.4667,23.9333,2
1344,37.5512,127.0716,2
1345,37.5492,127.0694,2
1346,43.5924,-79.0,2
1347,41.202,-77.0,2
1348,37.376,97.3746,2
1349,37.494,139.9488,2
1350,8.4871,-13.0,2
1351,51.2002,6.7564,2
1352,8.5897,-71.0,2
1353,51.1422,6.2844,2
1354,45.1058,38.9333,2
1355,44.291,-121.0,2
1356,45.1603,10.7978,2
1357,36.7881,126.4465,2
1358,8.748,-75.0,2
1359,44.1118,9.9622,2
1360,44.1053,39.0802,2
1361,50.9947,16.9701,2
1362,36.8671,42.9885,2
1363,44.0575,12.5653,2
1364,44.0433,-79.0,2
1365,36.9601,127.0464,2
1366,50.943,11.6034,2
1367,50.9427,6.8763,2
1368,9.1401,99.3331,2
1369,50.9327,7.2839,2
1370,44.0167,20.9167,2
1371,37.0742,36.2478,2
1372,37.0754,15.2866,2
1373,37.1091,127.1812,2
1374,45.0791,-93.0,2
1375,21.108,79.0611,2
1376,37.4931,126.9293,2
1377,51.2221,7.0639,2
1378,21.1463,79.0849,2
1379,21.1439,106.0202,2
1380,36.35,140.45,2
1381,21.1414,-100.0,2
1382,44.7631,-85.0,2
1383,44.838,11.6206,2
1384,21.1405,105.5069,2
1385,14.5728,121.0147,2
1386,7.4465,151.8414,2
1387,14.5667,120.9833,2
1388,51.3844,4.4756,2
1389,36.3917,127.3606,2
1390,44.9609,-93.0,2
1391,36.4,139.0833,2
1392,36.4556,127.1247,2
1393,36.5322,127.2822,2
1394,44.989,38.9432,2
1395,51.2504,6.9754,2
1396,36.6082,128.362,2
1397,36.6202,127.4363,2
1398,45.0428,41.9734,2
1399,36.6255,101.7574,2
1400,45.0524,9.6934,2
1401,50.8943,5.112,2
1402,45.2715,27.9743,2
1403,9.334,-79.0,2
1404,14.6193,121.0537,2
1405,37.3761,127.8823,2
1406,37.3824,-5.0,2
1407,50.5059,16.7399,2
1408,43.7059,-79.0,2
1409,15.0055,120.5964,2
1410,43.68,-79.0,2
1411,19.9973,73.791,2
1412,37.3944,127.0022,2
1413,37.3982,127.0982,2
1414,37.4008,126.918,2
1415,37.4009,126.8981,2
1416,19.944,76.9379,2
1417,37.414,127.0983,2
1418,37.4142,127.1362,2
1419,37.4347,127.137,2
1420,45.4621,9.3032,2
1421,10.0371,105.7883,2
1422,37.4628,127.033,2
1423,50.313,11.9126,2
1424,37.4765,121.4408,2
1425,43.6606,-72.0,2
1426,50.293,2.7819,2
1427,19.7008,-101.0,2
1428,49.4891,8.4669,2
1429,37.3692,-121.0,2
1430,14.9943,103.1039,2
1431,9.538,-13.0,2
1432,20.6734,-103.0,2
1433,37.1939,127.5015,2
1434,43.9002,-79.0,2
1435,43.9001,-78.0,2
1436,14.6879,120.9951,2
1437,9.535,-13.0,2
1438,14.7981,100.654,2
1439,45.3733,-84.0,2
1440,45.4001,-71.0,2
1441,37.2974,-121.0,2
1442,50.745,3.2064,2
1443,37.3688,-122.0,2
1444,50.7416,8.2078,2
1445,20.5453,105.9122,2
1446,50.7231,7.1068,2
1447,14.9088,102.9959,2
1448,37.3266,127.9666,2
1449,14.4264,102.4606,2
1450,43.7729,11.2785,2
1451,20.2457,-99.0,2
1452,50.6337,5.5675,2
1453,9.7457,-63.0,2
1454,37.6624,-121.0,2
1455,45.7664,5.0028,2
1456,37.671,126.7903,2
1457,40.4644,17.2471,2
1458,42.2328,-8.0,2
1459,42.1115,14.7065,2
1460,13.0986,77.6612,2
1461,40.4262,-105.0,2
1462,40.4329,-3.0,2
1463,42.0095,-87.0,2
1464,42.0086,-87.0,2
1465,41.9831,2.8249,2
1466,46.9062,19.6913,2
1467,46.9763,31.993,2
1468,48.3452,33.4974,2
1469,47.011,16.606,2
1470,40.6521,-74.0,2
1471,48.3398,-70.0,2
1472,41.8093,-87.0,2
1473,18.0333,103.1667,2
1474,41.7859,-88.0,2
1475,40.5475,-3.0,2
1476,13.0572,80.2778,2
1477,40.5793,-74.0,2
1478,40.5853,-105.0,2
1479,41.7662,-88.0,2
1480,40.6008,-74.0,2
1481,48.1925,11.6429,2
1482,42.2535,-83.0,2
1483,40.3978,-105.0,2
1484,42.2978,14.3266,2
1485,16.0727,108.1582,2
1486,46.3214,39.3877,2
1487,18.5586,73.7794,2
1488,48.6478,0.0,2
1489,13.5993,100.5968,2
1490,18.5372,73.8551,2
1491,48.6242,22.2947,2
1492,39.934,-74.0,2
1493,48.6157,9.5375,2
1494,18.5148,73.8358,2
1495,39.9524,-75.0,2
1496,42.4667,-2.0,2
1497,13.4458,101.1844,2
1498,40.0338,-75.0,2
1499,51.4667,6.4667,2
1500,13.311,101.1121,2
1501,48.5227,9.0522,2
1502,40.0992,-83.0,2
1503,48.5083,32.2662,2
1504,48.507,2.7916,2
1505,42.3542,-87.0,2
1506,42.3028,-85.0,2
1507,18.4652,74.5837,2
1508,48.4442,8.6913,2
1509,40.6221,-74.0,2
1510,41.5905,2.2412,2
1511,49.4759,10.9886,2
1512,41.2629,13.7458,2
1513,16.7437,-93.0,2
1514,12.8924,80.0808,2
1515,40.9587,-75.0,2
1516,40.9848,-78.0,2
1517,47.6973,8.6349,2
1518,17.0052,81.7778,2
1519,47.421,40.0919,2
1520,47.4235,-120.0,2
1521,41.3275,19.8189,2
1522,41.0302,-74.0,2
1523,41.2798,36.3361,2
1524,47.6667,21.5167,2
1525,40.6916,-112.0,2
1526,41.0939,-85.0,2
1527,47.5317,21.6244,2
1528,47.6603,9.1758,2
1529,41.1176,-73.0,2
1530,41.124,-8.0,2
1531,41.1306,-85.0,2
1532,47.5333,14.8833,2
1533,41.1432,28.4615,2
1534,47.6104,-122.0,2
1535,41.1449,-81.0,2
1536,12.9172,74.856,2
1537,47.7631,27.9293,2
1538,40.9254,-74.0,2
1539,47.4016,8.4002,2
1540,12.9604,77.5673,2
1541,40.7139,-74.0,2
1542,48.112,-1.0,2
1543,47.2364,39.7139,2
1544,41.5398,-74.0,2
1545,12.7879,77.8019,2
1546,17.4155,78.3707,2
1547,47.2627,11.3945,2
1548,40.7312,-74.0,2
1549,41.4995,-81.0,2
1550,40.7375,-73.0,2
1551,48.0667,8.45,2
1552,17.3901,78.3279,2
1553,47.3295,18.9388,2
1554,48.0623,8.4936,2
1555,41.4301,2.1925,2
1556,48.0109,23.5717,2
1557,13.025,80.2575,2
1558,12.8274,101.2027,2
1559,40.8218,-74.0,2
1560,17.3477,78.5576,2
1561,13.0099,77.5723,2
1562,47.901,-97.0,2
1563,47.8824,10.6219,2
1564,39.7684,-86.0,2
1565,46.3101,23.7213,2
1566,39.7477,-8.0,2
1567,49.2234,3.9889,2
1568,15.5042,-88.0,2
1569,37.9358,-122.0,2
1570,37.9364,127.2796,2
1571,37.9757,23.7691,2
1572,37.9787,0.0,2
1573,49.2326,7.0098,2
1574,38.0102,-84.0,2
1575,38.0492,-87.0,2
1576,38.05,23.8,2
1577,49.2264,17.6706,2
1578,38.0617,-87.0,2
1579,38.08,46.2919,2
1580,16.0177,108.2038,2
1581,15.5736,108.474,2
1582,13.8,100.5333,2
1583,38.1426,14.7329,2
1584,38.2309,15.5677,2
1585,42.9,71.3667,2
1586,38.3045,-85.0,2
1587,42.8856,-80.0,2
1588,19.2167,73.15,2
1589,46.0101,8.96,2
1590,38.4127,27.1384,2
1591,38.4167,27.15,2
1592,37.8916,-4.0,2
1593,45.7797,3.0868,2
1594,37.8562,127.6567,2
1595,41.2056,-76.0,2
1596,15.3895,73.8253,2
1597,19.386,-99.0,2
1598,10.6667,-61.0,2
1599,49.4541,11.0768,2
1600,37.6888,127.0306,2
1601,37.6922,-97.0,2
1602,19.3553,-99.0,2
1603,49.443,7.7716,2
1604,49.4216,26.9965,2
1605,14.0219,100.1718,2
1606,37.7425,127.0493,2
1607,49.4146,26.9111,2
1608,45.6958,0.0,2
1609,37.7573,126.7811,2
1610,10.7732,76.6537,2
1611,37.7725,-122.0,2
1612,37.7805,126.85,2
1613,49.3137,6.7515,2
1614,37.8024,126.716,2
1615,49.2833,-123.0,2
1616,49.2803,11.4628,2
1617,43.1056,131.8735,2
1618,43.0917,5.8247,2
1619,42.85,-2.0,2
1620,38.4792,-1.0,2
1621,49.0614,20.298,2
1622,18.7369,7.3853,2
1623,46.1944,6.2378,2
1624,48.8626,2.3443,2
1625,39.2014,-85.0,2
1626,39.2047,20.8822,2
